,OBJECTID,NAME,ALTNAME,BLOCK,Location_n,Fromstreet,ToStreet,TOTALANES,DIRECT1,SIDEWLK1,WIDTH_C_C,WIDTHAPPRO,ROW_WIDTH,StateRte,FCLASS2014,STATERESP,OWNERSHIP,lengthinv,SURFACETXT,SHOULDTEXT,RESPONSERO,OWNTYPE,MGTRESPONB,STATEROUTE,DeedyrBkPg,SID,RINNUM,SHAPE__Len,geometry,slope,slope_below5,slope_5_10,slope_10_15,slope_above15,slope_category
654,646,ELMIRA RD,NYS ROUTE 13/34/96,300,300 Blk Elmira Rd.,SOUTHWEST PARK RD,320 ELMIRA RD,5,Two-way,Sidewalks adjacent to both sides of the street,60.0,60.0,0.0,YES,Principal Arterial,NONE,CITY ST,1119.31984843132,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Acquired by the State,4,801.0,462.199251312909,"LINESTRING (-76.5137591436422 42.42482044394731, -76.51361106031085 42.4249379200284, -76.51337544328194 42.42510756779836, -76.51304066355905 42.425350731000094, -76.51276242750608 42.42553904600043, -76.51250969016365 42.42569547589291, -76.51217565530926 42.42588890016166, -76.51179112443255 42.426105616811064, -76.5114464463118 42.42629028502457, -76.51072049390531 42.42666902934762, -76.51055614386482 42.42675979016989)",17.65320940513158,0,0,0,1,4
655,647,SPENCER RD,,400,400 Blk Spencer Rd.,S MEADOW ST,STONE QUARRY RD,2,Two-way,No sidewalks adjacent to the street,28.0,28.0,50.0,NO,Local Road,NONE,CITY ST,668.023262546544,Asphalt,,FIRE,CITYST,CITY-ALL,NO,1887 BKPG 131-374,4,803.0,275.815024340818,"LINESTRING (-76.50769963295612 42.42644225426335, -76.50683263978914 42.42690489460028, -76.50633061857442 42.42719972130364, -76.50603847515822 42.42737909224897, -76.50572990462719 42.42754987601003, -76.50572937442703 42.42755016644656)",13.663165088191404,0,0,1,0,3
656,648,BRINDLEY ST,,100,100 Blk Brindley St.,TABER ST,CAYUGA INLET BRIDGE,2,Two-way,No sidewalks adjacent to the street,21.0,21.0,66.0,NO,Local Road,NONE,CITY ST,243.161704173821,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Unknown,5,805.0,100.629641456926,"LINESTRING (-76.5133903696122 42.43854374042632, -76.5133414727234 42.43858041285932, -76.51331387414054 42.43862138638177, -76.51331011923988 42.43866648970738, -76.51331329572879 42.438724975632034, -76.5133385709463 42.43910727830019, -76.51334262163827 42.43919066867785)",0.07237826177023224,1,0,0,0,1
657,649,BRINDLEY ST,,,100 Blk Brindley St.,SIXMILE CREEK,SIXMILE CREEK,2,One car Crossing,No Information/Unknown,17.0,17.0,66.0,NO,Local Road,NONE,CITY ST,101.379090637676,,,NO,CITYBRG,CITY BRIDGE,NO,,5,806.0,41.9629995936986,"LINESTRING (-76.51334262163827 42.43919066867785, -76.51334513594821 42.43924242989838, -76.51334759588077 42.43932012314448, -76.51334804523019 42.439332471846996, -76.51335095592614 42.4394223427392, -76.5133525001763 42.439468763723525)",0.08701776615186395,1,0,0,0,1
658,650,ELM ST,,100,100 Blk Elm St.,AFTER TURN,CHESTNUT APTS DRIVEWAY,2,Two-way,Sidewalks adjacent to the east side of the street only,28.0,28.0,50.0,NO,Local Road,NONE,CITY ST,407.91535752527,Asphalt,,FIRE,CITYST,CITY-ALL,NO,Unknown,5,807.0,168.568358284588,"LINESTRING (-76.51575614126989 42.44100039790574, -76.51576104831561 42.440998044730456, -76.51580253463564 42.44096153887162, -76.51601852814781 42.440787415014746, -76.51630473306047 42.44056308103968, -76.51644100127676 42.440453225798024, -76.51677472809438 42.44017403646176, -76.51677484609564 42.44017394199945)",0.2668127659848761,1,0,0,0,1
659,651,ELM ST,,300,300 Blk Elm St.,CHESTNUT ST,W VILLAGE PL,2,Two-way,Sidewalks adjacent to the east side of the street only,22.0,22.0,50.0,NO,Local Road,NONE,CITY ST,904.114625091421,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,Unknown,5,808.0,373.2393455188,"LINESTRING (-76.51938808841291 42.43802775001156, -76.51980459638632 42.43783297882913, -76.51990351117502 42.437786726985024, -76.52004111110672 42.437721802717114, -76.52008952550703 42.437698675677765, -76.52101240356592 42.43727213026212, -76.52111270581031 42.437225878124195, -76.52135847637659 42.43711453234903, -76.52165104495427 42.43697542635961, -76.5218787502887 42.436868871910725, -76.52210390422456 42.436766774801285, -76.52222667221221 42.43671127235615, -76.52222687892821 42.43671117343401)",0.1668984090988617,1,0,0,0,1
660,652,HOOK PL,,200,200 Blk Hook Pl.,CHESTNUT ST,TAYLOR PL,2,Two-way,Sidewalks adjacent to the south side of the street only,20.0,20.0,50.0,NO,Local Road,NONE,CITY ST,464.878176248833,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1908 BKPG 168-384,5,810.0,191.731998402659,"LINESTRING (-76.51900106814223 42.439045938634514, -76.51998642316072 42.43914544586303, -76.52009245851649 42.43915750982593, -76.52061731970525 42.43920907890736, -76.52070777144276 42.439216704329084)",0.02124196601051659,1,0,0,0,1
661,653,CHESTNUT ST,,500-600,500-600 Blk Chestnut St.,ELM ST,END,2,Two-way,Sidewalks adjacent to both sides of the street and south side partial,29.7,29.7,50.0,NO,Local Road,NONE,CITY ST,1868.4917386384,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1867 BKPG 48,5,814.0,772.632376199033,"LINESTRING (-76.5226489306342 42.43365713824323, -76.52216446876983 42.434010356214515, -76.52199255456277 42.434134263719244, -76.52184936829983 42.43423966281565, -76.52171058886462 42.43433597562737, -76.52160146809562 42.434409492583264, -76.52148146011935 42.434487635575664, -76.52133781671427 42.43458411546299, -76.52122128160754 42.4346622591583, -76.52117193365002 42.43469447645491, -76.52111679363254 42.43473114794438, -76.5210850374889 42.43476766195143, -76.52104911500864 42.43480417368593, -76.52104836532861 42.43480519331219, -76.52100900591141 42.434858690821436, -76.52097954846566 42.43491304178036, -76.52091044456907 42.43502208293896, -76.52082162382781 42.43516729973499, -76.52075506560394 42.43527634218319, -76.52071030401606 42.43535349547082, -76.5206827059943 42.435398929049015, -76.5206217279906 42.435485163708165, -76.52055541353005 42.43558065673866, -76.52050997426373 42.435639800986415, -76.52050516953487 42.43564617693814, -76.52042767186047 42.435749005661954, -76.52034490952754 42.43585357981026, -76.52027953071708 42.435939982918185, -76.52013370383668 42.436131132308255, -76.52003169636323 42.43626296462206, -76.51998345489956 42.436344745903575, -76.51995258851701 42.43641710438966, -76.5199326295177 42.43646254290231, -76.51989918370052 42.43656645705577, -76.51989352361731 42.436588076287606, -76.51988733034625 42.43661172808814, -76.51987408326337 42.436661457504194, -76.51985176809545 42.43674719906283, -76.51980316777342 42.436955037438906, -76.51974667994774 42.437176420837154, -76.5197297280337 42.437226148176435, -76.51971231180195 42.43727587525515, -76.51970594181323 42.43729265950222, -76.51969513219983 42.43732114330593, -76.51957188645137 42.43761555198111, -76.51954101897007 42.43768791033951, -76.51948508857178 42.43781479363849, -76.51944099933462 42.437909955349554, -76.51938808841291 42.43802775001156)",7.388690000536788,0,1,0,0,2
662,654,CHESTNUT ST,,100,100 Blk Chestnut St.,CLIFF PARK BROOK,SUNRISE RD,2,Two-way,Sidewalks adjacent to the east side of the street only,28.1,28.1,0.0,NO,Local Road,NONE,CITY ST,892.243918156126,Asphalt,Vegetation,FIRE,CITYST,CITY-ALL,NO,"In part 9-53 to 9-56 BKPG 361-569, 391- 319, 527, 52, 531.",5,815.0,369.313665002983,"LINESTRING (-76.51817513961188 42.44122049047182, -76.51815495579885 42.441326493945255, -76.51812145287367 42.44148014416479, -76.51803868669137 42.441875983933365, -76.5180383751865 42.44187747644224, -76.5179871048935 42.44219336193405, -76.51797221491012 42.442261098710354, -76.51795546317224 42.442337752726715, -76.5178758385272 42.44275309445924, -76.51786349482225 42.44282083266873, -76.51783228739248 42.442992320681576, -76.51779667594492 42.443168437270735, -76.51777174309596 42.44331746203044, -76.51773782298149 42.44364656275038)",0.6490876825675517,1,0,0,0,1
663,655,RICHARD PL,,400,400 Blk Richard Pl.,SUNRISE RD,DRIVEWAY #408,2,Two-way,No sidewalks adjacent to the street,26.0,26.0,50.0,NO,Local Road,NONE,CITY ST,232.06957419011,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,6/11/1970 BKPG 488-177,5,817.0,96.0658437134623,"LINESTRING (-76.52577977334761 42.44378061917468, -76.52577983807598 42.44378294286342, -76.52578949105143 42.444116011995405, -76.52579656308538 42.44423298340444, -76.52580064900202 42.444322854495226, -76.52580078270259 42.44441719535582)",0.0,1,0,0,0,1
664,656,CAMPBELL AVE,,500,500 Blk Campbell Ave.,N TAYLOR PL,END,2,Two-way,No sidewalks adjacent to the street,32.0,32.0,60.0,NO,Local Road,NONE,CITY ST,415.140836781469,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,part Hull deed 10/9/1970,5,818.0,171.706560273997,"LINESTRING (-76.52193389091913 42.45030309018972, -76.52193463108078 42.450304522950645, -76.52214391712066 42.45061248878738, -76.52230256102538 42.45082396820192, -76.52231368351195 42.4508387956284, -76.52239787115997 42.45095134808688, -76.52243997838241 42.45099579086308, -76.52270880525555 42.45128492072998)",0.29089965900664305,1,0,0,0,1
665,657,N QUARRY ST,,200,200 Blk N Quarry St.,E SENECA ST,E BUFFALO ST,2,Two-way,Sidewalks adjacent to both sides of the street,24.3,24.3,66.0,NO,Local Road,NONE,CITY ST,328.034899370189,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,2,821.0,135.784351264489,"LINESTRING (-76.48861086830802 42.440710411006066, -76.48861512872115 42.44079102949901, -76.48865395463015 42.441610004404204)",10.066282538650807,0,0,1,0,3
666,658,DELAWARE AVE,,200,200 Blk Delaware Ave.,OXFORD PL,BRYANT AVE,2,Two-way,Sidewalks adjacent to both sides of the street,26.3,26.3,50.0,NO,Local Road,NONE,CITY ST,558.33863977928,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1912 BKPG 178-530,2,823.0,231.107516924045,"LINESTRING (-76.48318230148398 42.43914664322091, -76.483178771862 42.43933512291114, -76.48317914891862 42.43938914805967, -76.48319450980958 42.43977625080604, -76.48319789665753 42.439830106623496, -76.48321242924594 42.44001002947389, -76.48321835638237 42.440068518617004, -76.48329287545457 42.44067554441571)",7.988877993514477,0,1,0,0,2
667,659,DEARBORN PL,,100,100 Blk Dearborn Pl.,KELVIN PL,WYCKOFF AVE,1,One-way,Sidewalks adjacent to both sides of the street,20.0,20.0,40.0,NO,Local Road,NONE,CITY ST,394.697218711599,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,824.0,163.13580989669,"LINESTRING (-76.48293227186615 42.4560214361661, -76.48293331896248 42.456021244420995, -76.48298062529547 42.455984583683374, -76.48303324489432 42.455956845857926, -76.48329754713322 42.45578677147152, -76.48366529703449 42.4555209144697, -76.48375782393393 42.45544776250753, -76.4838357589488 42.45537459690441, -76.48386848644849 42.455329175912254, -76.48388756399058 42.455274825685606, -76.48391819319868 42.4552384930974)",3.1356699282833516,1,0,0,0,1
668,660,WYCKOFF AVE,,400,400 Blk Wyckoff Ave.,HEIGHTS CT,HIGHLAND AVE,2,Two-way,Sidewalks adjacent to the north side of the street only,26.3,26.3,50.0,NO,Local Road,NONE,CITY ST,758.009901903515,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,825.0,313.102102148981,"LINESTRING (-76.48385796925612 42.45509612643015, -76.4838704005681 42.455144465745796, -76.483890934513 42.45519387713362, -76.48391819319868 42.4552384930974, -76.483951473624 42.45528311337503, -76.48400649695843 42.45534541709703, -76.48421185453299 42.45554094001861, -76.48444271090052 42.455722421120534, -76.48454682931103 42.45578871199845, -76.48470973616229 42.45588112310387, -76.48488401885764 42.45595536327084, -76.48506874029657 42.45602052188287, -76.48520678194338 42.456062379427614, -76.48521068641111 42.456063563951744, -76.4852108273759 42.4560636063861, -76.48521111051984 42.456063692156114, -76.48521117614123 42.45606371201868, -76.48537154080948 42.45611116487368, -76.4856848003008 42.456179177256914, -76.48604092331627 42.456237619968554)",0.47871201285883613,1,0,0,0,1
669,661,THURSTON AVE,,600,600 Blk Thurston Ave.,FALL CREEK BRIDGE,WAIT AVE,2,Two-way,Sidewalks adjacent to both sides of the street,35.0,35.0,66.0,NO,Minor Arterial,NONE,CITY ST,466.112873091164,Asphalt,,FIRE,CITYST,CITY-ALL,NO,1903 BKPG 159-200,0,827.0,192.948854231606,"LINESTRING (-76.48130929835439 42.451877086688384, -76.48124704027973 42.451995027080926, -76.48123679147223 42.45203120607473, -76.48116178545172 42.452297830821315, -76.48110300043955 42.45255079544606, -76.48108348692828 42.452879680636045, -76.48108315959809 42.452938163278084, -76.48109207525953 42.4530102044509, -76.48111071730428 42.453081910384945, -76.48113511067099 42.45313213508755)",5.0914071272181625,0,1,0,0,2
670,662,THURSTON AVE,,300-400,300-400 Blk Thurston Ave.,WYCKOFF AVE,HIGHLAND AVE EAST,2,Two-way,Sidewalks adjacent to both sides of the street,42.0,42.0,66.0,NO,Local Road,NONE,CITY ST,696.287769929766,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,828.0,287.2400785338,"LINESTRING (-76.48367202029353 42.453643008270426, -76.48377691099888 42.45363273256306, -76.48382810163852 42.4536276318465, -76.48389157515328 42.45361773960928, -76.48394901951666 42.453612644263806, -76.48400576995735 42.45360737633258, -76.48406645693922 42.45360211268265, -76.48412668098707 42.45359667664428, -76.48418783114515 42.453591412430605, -76.4842545408494 42.45358615389018, -76.48432217477216 42.45358072415357, -76.48438286291925 42.45357545943681, -76.48444354983904 42.453570195587155, -76.48450515612964 42.45356939074088, -76.4845649166434 42.45356412602821, -76.48461656362623 42.45356331254029, -76.48470966892025 42.45356219259582, -76.48477519776645 42.45357030926561, -76.48482869149066 42.45357412836874, -76.48488426899146 42.45357794923666, -76.4849461005091 42.453581604390294, -76.48501580513752 42.45358526536342, -76.48507369166552 42.45359354726313, -76.48515057671493 42.45359704415408, -76.48529439570714 42.45359956742679, -76.48535183298964 42.45359893141564, -76.48540325594854 42.45359365823859, -76.48545374651322 42.453593015341085, -76.48550747701205 42.45359237518643, -76.48556676855142 42.45359156779417, -76.48561864748284 42.453590926008154, -76.4856730733776 42.45359028726895, -76.48572865121179 42.453593935772076, -76.48578514825641 42.4536022161293, -76.48583563042568 42.453606204155264, -76.48589490693445 42.45361431486684, -76.48594423173985 42.45361830186117, -76.48599841285886 42.4536265792453, -76.4860488884251 42.45363485525953, -76.48611765421019 42.45364743305213, -76.48616603766452 42.45366033653862, -76.48622776326029 42.45367599629646)",3.9275204437033526,1,0,0,0,1
671,663,STEWART AVE,,800,800 Blk Stewart Ave.,WILLIARD WAY,FALL CREEK,2,Two-way,Sidewalks adjacent to the west side of the street only,34.0,34.0,0.0,NO,Collector,NONE,CITY ST,762.223764252778,Asphalt,,FIRE,CITYST,CITY-ALL,NO,1888 BKPG 132-383,1,829.0,315.183518127336,"LINESTRING (-76.4908203878641 42.45046246229997, -76.49086831888256 42.450555496622535, -76.49089931209326 42.45091964285253, -76.49090388434036 42.450960121858394, -76.49090938294573 42.45100060161076, -76.4909151071989 42.45104554068976, -76.49092060581758 42.45108602134132, -76.49092610444461 42.451126501091984, -76.4909313643279 42.45117143979477, -76.49093686296919 42.4512119195444, -76.49094465225915 42.4512704087754, -76.49095267157934 42.451328728035506, -76.4909604596826 42.45138721726323, -76.49096801681705 42.45144570720407, -76.49097534202026 42.45150402500124, -76.49098448670188 42.45158498299842, -76.49098880695006 42.45163901118328, -76.49098665043472 42.45168857410487, -76.49097616853157 42.45172921292932, -76.49095108338388 42.45177910128477, -76.49089773701579 42.45183376810358, -76.49083538412681 42.45187059195161, -76.49078347989999 42.45188941566813, -76.49073320446378 42.45190343852126, -76.49068247749834 42.45190871375357, -76.49062550499106 42.451909353712466, -76.49056529652898 42.45190570383535, -76.49050902477411 42.4519018851589, -76.49045553992686 42.451893609568344, -76.49040459539899 42.45188979515683, -76.4903453123727 42.451885973958774, -76.49028765206359 42.45188232510257, -76.4902288268458 42.45188296336041, -76.49017347463572 42.451883775466115, -76.49011741503253 42.45189350615924, -76.49005949606459 42.45190769445647, -76.49000434267423 42.45193097432065)",0.20740703043634723,1,0,0,0,1
672,664,THURSTON AVE,,200,200 Blk Thurston Ave.,HIGHLAND AVE,BARTON PL,2,Two-way,Sidewalks adjacent to both sides of the street,42.0,42.0,66.0,NO,Local Road,NONE,CITY ST,516.211769007836,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,831.0,212.978045500004,"LINESTRING (-76.48622776326029 42.45367599629646, -76.48623386995442 42.453677545469226, -76.48645336003702 42.453719749584295, -76.48671082767926 42.45376593037397, -76.48698774244326 42.45381624396454, -76.48704725124412 42.4538245253305, -76.48714592111946 42.453818776982594, -76.48742507925223 42.453765673131244, -76.48755621482799 42.4537323387532, -76.48762061399617 42.45372261718019, -76.48768732381785 42.45371718468644, -76.48780889422429 42.45372911949057, -76.48809231620776 42.4537658864508)",0.3041592283771919,1,0,0,0,1
673,665,FALL CREEK DR,,200,200 Blk Fall Creek Dr.,HIGHLAND AVE,BARTON PL,2,Two-way,Sidewalks adjacent to both sides of the street,18.0,18.0,0.0,NO,Local Road,NONE,CITY ST,504.557444589152,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,834.0,208.136376371495,"LINESTRING (-76.48816653935081 42.45277430139087, -76.48798634685824 42.45278118292616, -76.48791223501087 42.45278215028955, -76.48780153042435 42.452783602081034, -76.48772718758474 42.45278456913234, -76.4874298193614 42.45278397681385, -76.48736219241425 42.45278477819166, -76.48728831154065 42.45278574534503, -76.48723851824919 42.45278638963536, -76.48717830232768 42.452787196216974, -76.48712225389146 42.45278800716524, -76.48706944925816 42.45278864885455, -76.48695434495146 42.45279009613283, -76.4868950554016 42.452790903344535, -76.48684225076381 42.45279154492917, -76.48677879250579 42.45279234947187, -76.48672714523126 42.452792991978384, -76.48666763033047 42.452789339738686, -76.48661390617393 42.452785521298836, -76.48656157159184 42.45278170400699, -76.48650970707361 42.45277342794445, -76.486454600245 42.45276514911824, -76.48639994974411 42.45276132979517, -76.4863067922417 42.452735625982946)",0.6228055905002662,1,0,0,0,1
674,666,LAKE ST,,100,100 Blk Lake St.,UNIVERISTY AVE,WEST END OF APTS,2,Two-way,Sidewalks adjacent to both sides of the street and north side partial,28.0,28.0,66.0,NO,Minor Arterial,NONE,CITY ST,849.766168875372,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1869-1873 BKPG Various,1,836.0,351.188871726329,"LINESTRING (-76.49209535106783 42.44969650657208, -76.4922053907018 42.449757482652736, -76.49235434918643 42.449895491496065, -76.49246132677747 42.450037468667695, -76.49253950237834 42.450222924132206, -76.49288131060149 42.451003531332255, -76.49290909586323 42.45102837699963, -76.49291932973209 42.451037528435556, -76.4929843768179 42.451057483374285, -76.4930743633243 42.4510625247761, -76.4940358911818 42.45103090966096)",1.323569335178107,1,0,0,0,1
675,667,STEWART AVE,,700,700 Blk Stewart Ave.,UNIVERSITY AVE,WILLIARD WAY,2,Two-way,Sidewalks adjacent to the west side of the street only,36.0,36.0,0.0,NO,Collector,NONE,CITY ST,462.55960210071,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1888 BKPG 132-383,1,838.0,191.400003074936,"LINESTRING (-76.4903470684295 42.44928753050601, -76.4903470716304 42.44928783210645, -76.49035532864967 42.44976849931623, -76.49037213033952 42.44988194883248, -76.49039356886966 42.44994919641953, -76.4904133656186 42.45000045078496, -76.49075934044991 42.45038553618988, -76.4908203878641 42.45046246229997)",0.477057112318124,1,0,0,0,1
676,668,N CAYUGA ST,,1400,1400 Blk N Cayuga St.,TOWNLINE PREPENDICULAR,TOWN LINE,2,Two-way,Sidewalks adjacent to the east side of the street only,32.0,32.0,80.0,NO,Minor Arterial,NONE,CITY ST,1578.05213698334,Asphalt,Vegetation,FIRE,CITYST,CITY-ALL,NO,Unknown,0,841.0,653.375892658904,"LINESTRING (-76.50000844614851 42.45597834787951, -76.50000862322909 42.45598141890093, -76.50003503364815 42.45632547800166, -76.50005980748423 42.45668085614479, -76.50006730828066 42.456788738952376, -76.50007233212372 42.456842767258, -76.50007804429188 42.456901254303375, -76.50012123556436 42.45751750593558, -76.5001474118316 42.4578639667238, -76.50015969290504 42.45803479499669, -76.50021330661029 42.45882667642206, -76.50024015580077 42.45919097325347, -76.50024714612073 42.45933504370916, -76.50025373164583 42.45943400661323, -76.50025085699093 42.45950603677125, -76.50025048903578 42.45960962662677, -76.5002438129861 42.45975385822088, -76.50022924977405 42.459907173424995, -76.50020704237153 42.46006048307991, -76.50018699154123 42.46015977056652, -76.50015924369879 42.460299870727475)",24.69719998063819,0,0,0,1,4
677,669,N CAYUGA ST,,1200,1200 Blk N Cayuga St.,E FALLS ST,E YORK ST,2,Two-way,Sidewalks adjacent to both sides of the street,36.0,36.0,80.0,NO,Minor Arterial,NONE,CITY ST,267.926215237619,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,Unknown,1,842.0,110.923800514285,"LINESTRING (-76.49977903784878 42.45271749509384, -76.49978468471355 42.45282554859894, -76.49982061936723 42.45332036868581, -76.49982832027696 42.453450890446554, -76.49982837500835 42.45345178807699)",0.07040957014457616,1,0,0,0,1
678,670,E FALLS ST,,200,200 Blk E Falls St.,N AURORA ST,N TIOGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.2,30.2,66.0,NO,Local Road,NONE,CITY ST,325.030831969712,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1924 BKPG 206-20,1,843.0,134.075041001541,"LINESTRING (-76.49662665292956 42.45282183127422, -76.49686103139928 42.45281874926673, -76.49708870032121 42.452811203488444, -76.49723391980231 42.452804795446944, -76.49732030569396 42.45280365931145, -76.49758503013685 42.452795797335355, -76.49783006653833 42.45279014918579, -76.49783019541208 42.452790143880144)",0.026187092569003166,1,0,0,0,1
