OBJECTID,NAME,ALTNAME,BLOCK,Location_n,Fromstreet,ToStreet,TOTALANES,DIRECT1,SIDEWLK1,WIDTH_C_C,WIDTHAPPRO,ROW_WIDTH,StateRte,FCLASS2014,STATERESP,OWNERSHIP,lengthinv,SURFACETXT,SHOULDTEXT,RESPONSEROUTE,OWNTYPE,MGTRESPONB,STATEROUTEYN,DeedyrBkPg,SID,RINNUM,SHAPE__Length
723,EDDY ST, ,200,200 Blk Eddy St.,COOK ST,E SENECA ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Collector,NONE,CITY ST,436.827902304769,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,2,911,180.814698089278
724,E BUFFALO ST, ,600,600 Blk E Buffalo St.,N QUARRY ST,STEWART AVE,2,Two-way,Sidewalks adjacent to both sides of the street,24,24,66,NO,Minor Arterial,NONE,CITY ST,314.506883711415,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,2,914,129.710638155575
725,W BUFFALO ST,NYS STATE ROUTE 96,700,700 Blk W Buffalo St.,S FULTON ST,CAYUGA INLET,4,Two-way,Sidewalks adjacent to both sides of the street,48,48,66,YES,Minor Arterial, ,NYS DOT,241.66593111409,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,1887 (Dewitt) BKPG 131-117,5,915,99.6684307726664
726,FLORAL AVE,NYS STATE ROUTE 13A,100,100-400 Blk Floral Ave.,WEST DRIVEWAY #390,W STATE ST,2,Two-way,Sidewalks adjacent to both sides of the street and partial,24,24,50,YES,Minor Arterial,ALL CITY,CITY ST,3546.5102677157,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,"Part - 1887 (Dewitt), Part - unknown BKPG 131-117",5,916,1466.77743516691
727,W CLINTON ST,NYS STATE ROUTE 96B,600,600 Blk W Clinton St.,S CORN ST,S MEADOWN ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,YES,Minor Arterial,ALL CITY,CITY ST,507.687815294295,Asphalt,,FIRE,CITYST,NYSRteCityPaves,YES,1887 (Dewitt) BKPG 131-117,3,918,209.369721842658
728,W CLINTON ST,NYS STATE ROUTE 96B,500,500 Blk W Clinton St.,S PLAIN ST,S CORN ST,2,Two-way,Sidewalks adjacent to both sides of the street,32,32,66,YES,Minor Arterial,ALL CITY,CITY ST,595.866691280737,Asphalt,"Curbed, Concrete",FIRE,CITYST,NYSRteCityPaves,YES,1887 (Dewitt) BKPG 131-117,3,919,245.732087041274
729,W CLINTON ST,NYS STATE ROUTE 96B,400,400 Blk W Clinton St.,FAYETTE ST,S PLAIN ST,2,Two-way,Sidewalks adjacent to both sides of the street,32,32,66,YES,Minor Arterial,ALL CITY,CITY ST,333.873442097813,Asphalt,"Curbed, Concrete",FIRE,CITYST,NYSRteCityPaves,YES,1887 (Dewitt) BKPG 131-117,3,920,137.687714578297
730,W CLINTON ST,NYS STATE ROUTE 96B,300,300 Blk W Clinton St.,S ALBANY ST,FAYETTE ST,2,Two-way,Sidewalks adjacent to both sides of the street,32,32,66,YES,Minor Arterial,ALL CITY,CITY ST,262.156433076722,Asphalt,"Curbed, Concrete",FIRE,CITYST,NYSRteCityPaves,YES,1887 (Dewitt) BKPG 131-117,3,921,108.11199770114
731,W CLINTON ST,NYS STATE ROUTE 96B,200,200 Blk W Clinton St.,S GENEVA ST,S ALBANY ST,2,Two-way,Sidewalks adjacent to both sides of the street,32,32,66,YES,Minor Arterial,ALL CITY,CITY ST,265.23167029863,Asphalt,"Curbed, Concrete",FIRE,CITYST,NYSRteCityPaves,YES,1887 (Dewitt) BKPG 131-117,3,922,109.380255411774
732,N CAYUGA ST, ,500,500 Blk N Cayuga St.,BRIDGE,MARSHALL ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,80,NO,Minor Arterial,NONE,CITY ST,463.502392872801,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,924,191.871234230514
733,N CAYUGA ST, ,600,600 Blk N Cayuga St.,E MARSHALL ST,E YATES ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,80,NO,Minor Arterial,NONE,CITY ST,418.691817353164,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,925,173.324640485201
734,N CAYUGA ST, ,700,700 Blk N Cayuga St.,E YATES ST,E TOMPKINS ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,80,NO,Minor Arterial,NONE,CITY ST,416.090726155106,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,926,172.250977836816
735,N CAYUGA ST, ,800,800 Blk N Cayuga St.,E TOMPKINS ST,E LEWIS ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,80,NO,Minor Arterial,NONE,CITY ST,420.478685169426,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,927,174.070672712816
736,N TIOGA ST, ,300,300 Blk N Tioga St.,E BUFFALO ST,E COURT ST,2,Two-way,Sidewalks adjacent to both sides of the street,37,37,66,NO,Collector,NONE,CITY ST,467.310600359806,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,"Part 1887 (Dewitt), part 1889 BKPG 131-117, MM,-1",3,928,193.437692343109
737,N CAYUGA ST, ,400,400 Blk N Cayuga St.,E COURT ST,BRIDGE,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Minor Arterial,NONE,CITY ST,732.052136934583,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,929,303.03182548136
738,N CAYUGA ST, ,200,200 Blk N Cayuga St.,E SENECA ST,E BUFFALO ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Minor Arterial,NONE,CITY ST,325.654900467969,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,930,134.798092557057
739,E COURT ST, ,300,300 Blk E Court St.,LINN ST,N AURORA ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Minor Arterial,NONE,CITY ST,316.607831364049,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,931,130.579785761107
740,E COURT ST, ,100,100 Blk E Court St.,N TIOGA ST,N CAYUGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Minor Arterial,NONE,CITY ST,594.659126712267,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,932,245.256981732221
741,W COURT ST, ,100,100 Blk W Court St.,N CAYUGA ST,N GENEVA ST,2,Two-way,Sidewalks adjacent to both sides of the street,34,34,66,NO,Minor Arterial,NONE,CITY ST,466.818999183811,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,934,192.531314830705
742,W COURT ST, ,400,400 Blk W Court St.,N PLAIN ST,PARK PL,2,Two-way,Sidewalks adjacent to both sides of the street,30.3,30.3,66,NO,Minor Arterial,NONE,CITY ST,465.105212842603,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,935,191.824070886019
743,W COURT ST, ,500,500 Blk W Court St.,PARK PL,WASHINGTON ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.3,30.3,66,NO,Minor Arterial,NONE,CITY ST,265.031643519418,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,936,109.307267930498
744,W COURT ST, ,600,600 Blk W Court St.,WASHINGTON ST,N MEADOW ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.3,30.3,66,NO,Minor Arterial,NONE,CITY ST,464.127309052906,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,937,191.421057557972
745,STEWART AVE, ,500,500 Blk Stewart Ave.,BRIDGE,CAMPUS RD,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,49.5,NO,Collector,NONE,CITY ST,486.864941827039,Asphalt,,FIRE,CITYST,CITY-ALL,NO,"1887, 1988, 1988 BKPG 131-117, 132-338,",1,939,201.528469850632
746,STEWART AVE, ,400,400 Blk Stewart Ave.,WILLIAMS ST,CASCADILLA CREEK BRIDGE,2,Two-way,Sidewalks adjacent to both sides of the street,38,38,49.5,NO,Collector,NONE,CITY ST,316.551905953475,"Brick, Block",,FIRE,CITYST,CITY-ALL,NO,"1887, 1988, 1988 BKPG 131-117, 132-338,",2,941,131.009613101962
747,STEWART AVE, ,300,300 Blk Stewart Ave.,E BUFFALO ST,WILLIAMS ST,2,Two-way,Sidewalks adjacent to both sides of the street,32,32,49.5,NO,Collector,NONE,CITY ST,253.661835653737,"Brick, Block","Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 BKPG 131-117,2,942,104.999878612198
748,STEWART AVE, ,100,100 Blk Stewart Ave.,E STATE ST,E SENECA ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.6,28.6,49.5,NO,Collector,NONE,CITY ST,509.448187132397,"Brick, Block","Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,"1887, 1988, 1988 BKPG 131-117, 132-338,",2,944,210.872814241938
749,HUDSON ST, ,400,400 Blk Hudson St.,HILLVIEW PL,COLUMBIA ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,60,NO,Collector,NONE,CITY ST,336.958666325338,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,Part probably from Dewitt. Part - unknown BKPG Unknown,4,946,139.451122397192
750,HUDSON ST, ,300,300 Blk Hudson St.,COLUMBIA ST,PLEASANT ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,60,NO,Collector,NONE,CITY ST,323.911984014564,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,Part probably from Dewitt. Part - unknown BKPG Unknown,4,948,134.059528419123
751,ELMWOOD AVE, ,200,200 Blk Elmwood Ave.,ITHACA RD,FAIRMOUNT AVE,2,Two-way,Sidewalks adjacent to both sides of the street,25.5,25.5,50,NO,Local Road,NONE,CITY ST,484.891778516977,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1912 BKPG 178-530,2,950,200.139404760723
752,MILLER ST, ,200,200 Blk Miller St.,PEARL ST,COBB ST,2,Two-way,Sidewalks adjacent to the north side of the street only and partial,18,18,50,NO,Local Road,NONE,CITY ST,307.156126930069,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,See link to paper record BKPG See link to paper record,2,951,126.675515626418
753,PEARL ST, ,200,200 Blk Pearl St.,WORTH ST,MILLER ST,2,Two-way,No sidewalks adjacent to the street,25.8,25.8,50,NO,Local Road,NONE,CITY ST,343.001572207617,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1949 BKPG 325-57,2,952,141.975627968118
754,MITCHELL ST, ,800,800 Blk Mitchell St.,CITY LINE,PEARL ST,2,Two-way,Sidewalks adjacent to the south side of the street only,26.1,26.1,49.5,NO,Collector,NONE,CITY ST,209.268931966926,Surface Treated,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,"1)1926, 2)1928, 3)1930 BKPG 1)211-181, 2)213-569, 3)220-450",2,953,86.3024944557308
755,E STATE ST / M.L.K. JR ST,MARTIN LUTHER KING JR ST/79,900,900 Blk E State St.,VALLEY RD,MITCHELL ST,2,Two-way,Sidewalks adjacent to both sides of the street,26,26,50,YES,Minor Arterial, ,CITY ST,566.207822572458,Asphalt,,FIRE,CITYST,NYSRteCityPaves,YES,Unknown,2,954,233.879861938474
756,EASTWOOD AVE, ,100,100 Blk Eastwood Ave.,CORNELL ST,END,2,Two-way,No sidewalks adjacent to the street,26,26,50,NO,Local Road,NONE,CITY ST,367.574603268852,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1937 BKPG 244-222,2,957,151.741897173401
757,CORNELL ST, ,000,<100 Blk Cornell St.,E STATE ST,EASTWOOD AVE,2,Two-way,Sidewalks adjacent to the west side of the street only,28,28,60,NO,Collector,NONE,CITY ST,329.9325762968,Asphalt,,NO,CITYST,CITY-ALL,NO,Various years BKPG Various,2,958,136.306357020057
758,CORNELL ST, ,000,<100 Blk Cornell St.,EASTWOOD AVE,HOMESTEAD RD,2,Two-way,Sidewalks adjacent to both sides of the street,33.8,33.8,60,NO,Collector,NONE,CITY ST,254.709426099719,Asphalt,,NO,CITYST,CITY-ALL,NO,Various years BKPG Various,2,959,105.400064057813
759,EASTWOOD AVE, ,200,200 Blk Eastwood Ave.,WOODCREST AVE,CORNELL ST,2,Two-way,No sidewalks adjacent to the street,26,26,50,NO,Local Road,NONE,CITY ST,441.603971743701,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1937 BKPG 244-222,2,960,182.282250697245
760,GILES ST, ,900-1000,900-1000 Blk Giles St.,BRIDGE ST,E STATE ST,2,Two-way,No sidewalks adjacent to the street,30,30,0,NO,Collector,NONE,CITY ST,786.333879450742,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Unknown,2,962,324.668164054607
761,GILES ST, ,,300-500 Blk Giles St.,SIXMILE CREEK,SIXMILE CREEK,2,Two-way,Sidewalks adjacent to the north side of the street only and partial,0,0,0,NO,Collector,NONE,CITY OWNED,346.05336979454,Asphalt,"Curbed, Granite",NO,CITYBRG,CITY BRIDGE,NO,,2,966,142.703170475388
762,GILES ST, ,500-800,500-800 Blk Giles St.,GILES ST BRIDGE,BRIDGE ST,2,Two-way,No sidewalks adjacent to the street,30,30,0,NO,Collector,NONE,CITY ST,1094.91372019936,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Unknown,2,967,451.694407306963
763,FERRIS PL, ,100,100 Blk Ferris Pl.,S QUARY ST,FERRIS PL TURN,2,Two-way,Sidewalks adjacent to both sides of the street,23.8,23.8,49.5,NO,Local Road,NONE,CITY ST,171.285577639252,"Brick, Block","Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"1926 BKPG 193-459, 193-468",2,970,70.6918006464141
764,LINN ST, ,200,200 Blk Linn St.,FARM ST,E MARSHALL ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.7,30.7,66,NO,Local Road,NONE,CITY ST,420.527293178823,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,973,174.082089838982
765,LINN ST, ,300,300 Blk Linn St.,E MARSHALL ST,E YATES ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.7,30.7,66,NO,Local Road,NONE,CITY ST,412.97554548344,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,974,170.959005238338
766,LINN ST, ,400,400 Blk Linn St.,E YATES ST,E TOMPKINS ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.7,30.7,66,NO,Local Road,NONE,CITY ST,415.582008148836,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,975,172.041072165952
767,LINDEN AVE, ,100,100 Blk Linden Ave.,MITCHELL ST,BOOL ST,1,One-way,Sidewalks adjacent to both sides of the street,22,22,50,NO,Local Road,NONE,CITY ST,611.831698850303,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1895 BKPG Various,2,976,253.234811024473
768,LINN ST, ,600,500 Blk Linn St.,KING ST,END,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Local Road,NONE,CITY ST,185.8473632717,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,977,76.939007588441
769,DEY ST, ,100,100 Blk Dey St.,AUBURN ST,ADAMS ST,2,Two-way,Sidewalks adjacent to the west side of the street only,36,36,66,NO,Collector,NONE,CITY ST,337.051038305931,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,979,139.375303893524
770,SPENCER RD, ,300,100-300 Blk Spencer Rd.,ELMIRA CIRCLE,STONE QUARRY RD,2,Two-way,Short section south side near Elmira Circle,22.5,22.5,50,NO,Collector,NONE,CITY ST,1855.35003554581,Asphalt,Vegetation,FIRE,CITYST,CITY-ALL,NO,1887 BKPG 131-374,4,981,766.79533074921
771,S PLAIN ST, ,600,600 Blk S Plain St.,WOOD ST,BRIDGE,2,Two-way,Sidewalks adjacent to the west side of the street only,30,30,66,NO,Minor Arterial,NONE,CITY ST,415.202430246152,Surface Treated,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"1871, 1932, 1937, 1887 (Dewitt) BKPG 4-575, 227-425, 246-48, 13-117",4,984,171.844451990655
772,S PLAIN ST, ,700,700 Blk S Plain St.,PARK ST,WOOD ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Minor Arterial,NONE,CITY ST,359.268535529061,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"1871, 1932, 1937, 1887 (Dewitt) BKPG 4-575, 227-425, 246-48, 13-117",4,986,148.692038626206
773,S PLAIN ST, ,800,800 Blk S Plain St.,ELMIRA RD,PARK ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Minor Arterial,NONE,CITY ST,409.639098925487,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"1871, 1932, 1937, 1887 (Dewitt) BKPG 4-575, 227-425, 246-48, 13-117",4,987,169.536331326452
774,S MEADOW ST,NYS ROUTE 13/34/96N,600,600 Blk S Meadow St.,WOOD ST,SOUTH ST,3,Two-way,Sidewalks adjacent to both sides of the street,48,48,66,YES,Principal Arterial,MILLPAVE,NYS DOT,410.550132133227,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS R.O.W.,4,989,169.91878617733
775,S MEADOW ST,NYS ROUTE 13/34/96N,400-500,400-500 Blk S Meadow St.,SOUTH ST,SIXMILE BRIDGE ,3,Two-way,Sidewalks adjacent to both sides of the street,48,48,66,YES,Principal Arterial,MILLPAVE,NYS DOT,810.831254958109,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS R.O.W.,4,990,335.596561164477
776,S MEADOW ST,NYS ROUTE 13/34/96N,,400 Blk S Meadow St.,SIXMILE CREEK,SIXMILE CREEK,3,Two-way,Sidewalks adjacent to both sides of the street,48,48,66,YES,Principal Arterial,MILLPAVE,NYS DOT,216.753523040237,,,FIRE,DOTBRG,NYSMillPveCityReprs,YES,,5,991,89.714615431009
777,CLIFF PARK RD, ,400,400 Blk Cliff Park Rd.,RICHARD PL,HALLER BLVD,2,Two-way,No sidewalks adjacent to the street,23.5,23.5,50,NO,Local Road,NONE,CITY ST,292.80452256697,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,7/27/1955 BKPG 394-346,5,994,120.810151313791
778,COBB ST, ,200,200 Blk Cobb St.,WORTH ST,MILLER ST,2,Two-way,No sidewalks adjacent to the street,25.8,25.8,50,NO,Local Road,NONE,CITY ST,342.841526487845,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1949 BKPG 325-57,2,996,141.909582334349
779,CORNELL ST, ,200,200 Blk Cornell St.,WORTH ST,MILLER ST,2,Two-way,Sidewalks adjacent to both sides of the street,26.2,26.2,50,NO,Collector,NONE,CITY ST,348.683080277153,Surface Treated,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1930 BKPG 219-565,2,997,144.327148226384
780,CORNELL ST, ,100,100 Blk Cornell St.,MITCHELL ST,WORTH ST,2,Two-way,Sidewalks adjacent to both sides of the street,26.2,26.2,50,NO,Collector,NONE,CITY ST,381.545609964174,Surface Treated,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1930 BKPG 219-565,2,998,157.927545193825
781,CORNELL ST, ,000,<100 Blk Cornell St.,VALLEY RD,MITCHELL ST,2,Two-way,Sidewalks adjacent to both sides of the street,33.8,33.8,60,NO,Collector,NONE,CITY ST,643.49339617804,Asphalt,,NO,CITYST,CITY-ALL,NO,Various years BKPG Various,2,999,266.345143557699
782,RIDGEDALE RD, ,100,100 Blk Ridgedale Rd.,ITHACA RD,VALLEY RD,2,Two-way,No sidewalks adjacent to the street,30,30,60,NO,Local Road,NONE,CITY ST,314.934865135217,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1931 BKPG 227-176,2,1002,130.0521062226
783,E GREEN ST,NYS ROUTE 79E,200,200 Blk E Green St.,S AURORA ST,S TIOGA ST,2,One-way,Sidewalks adjacent to both sides of the street,32,32,0,YES,Minor Arterial,MILLPAVE,NYS DOT,418.996670057223,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS owned,3,1005,172.812015315933
784,E CLINTON ST,NYS STATE ROUTE 96B,100,100 Blk E Clinton St.,SIXMILE CREEK,S CAYUGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,38,38,66,YES,Minor Arterial,ALL CITY,CITY ST,178.0897193092,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,1887 (Dewitt) BKPG 131-117,3,1007,73.4433431838311
785,E CLINTON ST,NYS STATE ROUTE 96B,,100 Blk E Clinton St.,SIXMILE CREEK,SIXMILE CREEK,2,,Sidewalks adjacent to both sides of the street,0,0,0,YES,Minor Arterial,ALL CITY,CITY OWNED,121.024341930738,Asphalt,"Curbed, Granite",FIRE,CITYBRG,NYSRteCityPaves,YES,,4,1008,49.9098502873526
786,STEWART AVE, ,500,500 Blk Stewart Ave.,CAMPUS RD,CORNELL AVE,2,Two-way,Sidewalks adjacent to the west side of the street only,34,34,0,NO,Collector,NONE,CITY ST,529.380694033458,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1888 BKPG 132-383,1,1011,219.01409448622
787,OSMUN PL, ,100,100 Blk Osmun Pl.,OSMUN PL,E BUFFALO ST,2,Two-way,Sidewalks adjacent to both sides of the street,23,23,42,NO,Local Road,NONE,CITY ST,193.696107094492,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1898 BKPG 147-467,3,1013,80.1777770557515
788,CENTER ST, ,100,100 Blk Center St.,S ALBANY ST,FAYETTE ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.2,28.2,66,NO,Local Road,NONE,CITY ST,263.804373973086,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1882 BKPG 14-68,3,1019,108.789575565477
789,FAIR ST, ,100,100 Blk Fair St.,SOUTH ST,S TITUS AVE,2,Two-way,Sidewalks adjacent to the west side of the street only,25.8,25.8,66,NO,Local Road,NONE,CITY ST,172.426644187086,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1933 BKPG 233-476,4,1020,71.3630879987936
790,STEWART AVE, ,,800 Blk Stewart Ave.,FALL CREEK,FALL CREEK,2,Two-way,Sidewalks adjacent to both sides of the street,0,0,0,NO,Collector,NONE,CITY OWNED,339.325261511641,Asphalt,,FIRE,CITYBRG,CITY BRIDGE,NO,,1,1021,140.435493849818
791,ELM ST, ,100,100 Blk Elm St.,FLORAL AVE,TURN,2,Two-way,Sidewalks adjacent to the south side of the street only,24,24,50,NO,Local Road,NONE,CITY ST,109.990724501069,Asphalt,,FIRE,CITYST,CITY-ALL,NO,"See PG. 102, See E 2627",5,1024,45.3899445742072
792,SECOND ST,2ND ST,100,100 Blk Second St.,CASCADILLA ST,MONROE ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,0,NO,Local Road,NONE,CITY ST,226.721816188078,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,1026,93.7636641945076
793,CLIFF ST,NYS STATE ROUTE 96,1000,1000 Blk Cliff St.,BROOKFIELD RD,CITY LINE,2,Two-way,Sidewalks adjacent to the east side of the street only,24.4,24.4,49.5,YES,Minor Arterial,ALL CITY,CITY ST,344.951198782431,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,5,1029,142.694514885127
794,CHESTNUT ST, ,300,300 Blk Chestnut St.,306 CHESTNUT,HOOK PL,2,Two-way,No sidewalks adjacent to the street,20,20,0,NO,Local Road,NONE,CITY ST,162.006930521757,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1858 BKPG 69-54,5,1030,67.0385318627784
795,KLINE RD, ,100-200,100-200 Blk Kline Rd.,LAKE ST,CITY LINE,2,Two-way,No sidewalks adjacent to the street,15.2,15.2,50,NO,Local Road,NONE,CITY ST,1163.28158951659,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Unknown,1,1031,480.457497980362
796,FRANKLIN ST, ,300,300 Blk Franklin St.,ALICE MILLER WAY,FIRST ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Local Road,NONE,CITY ST,283.410682760673,Asphalt,,NO,CITYST,CITY-ALL,NO,"1) 1916, 2) 1895 BKPG 1) 181-515, 2) 142-594",3,1033,117.000803487084
797,S CAYUGA ST, ,400,400 Blk S Cayuga St.,SPENCER ST,BRIDGE,2,Two-way,Sidewalks adjacent to both sides of the street,28.1,28.1,50,NO,Collector,NONE,CITY ST,136.291136753201,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1893 BKPG 142-169,4,1034,56.4099354101451
798,S CAYUGA ST, ,500-600,500-600 Blk S Cayuga St,SOUTH HILL TERR,END,2,Two-way,Sidewalks adjacent to the west side of the street only,22.2,22.2,50,NO,Local Road,NONE,CITY ST,398.567268270823,Asphalt,,NO,CITYST,CITY-ALL,NO,1893 BKPG 142-169,4,1035,164.958673489869
799,W STATE ST/ M. L. K. JR ST,MARTIN LUTHER KING JR ST/79,900,900 Blk W State St.,BRIDGE,W SENECA ST,3,Two-way,Sidewalks adjacent to both sides of the street,38,38,66,YES,Minor Arterial, ,CITY ST,340.01618003181,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,1887 (Dewitt) BKPG 131-117,5,1038,140.383282739155
800,S AURORA ST,NYS STATE ROUTE 96B,600-700,600-700 Blk S Aurora St.,HILLVIEW PL,GRANDVIEW AVE,2,Two-way,Sidewalks adjacent to the west side of the street only,20.5,20.5,0,YES,Minor Arterial, ,CITY ST,1376.67137326234,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,4,1039,569.507803941169
801,S AURORA ST,NYS STATE ROUTE 96B,700-800,800 Blk S Aurora St.,CITY LINE,GRANDVIEW AVE,2,Two-way,Sidewalks adjacent to the east side of the street and partial,25,25,0,YES,Minor Arterial, ,CITY ST,199.216988175465,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,4,1040,82.3867534954878
802,CAMPUS RD, ,100,100 Blk Campus Rd,CENTRAL AVE,,2,Two-way,Sidewalks adjacent to both sides of the street,0,0,0,NO,NA,NONE,CU,317.96771398526,,,FIRE,CU,NONE,NO,,0,,131.337557263432
